question_id,category,engine,repeat_index,vendor,in_universe,measured_subject
Q0019,B2B marketing attribution software,google_aio,1,Google Analytics,True,False
Q0019,B2B marketing attribution software,google_aio,1,Google Analytics 4,False,False
Q0019,B2B marketing attribution software,google_aio,1,HockeyStack,True,True
Q0019,B2B marketing attribution software,google_aio,1,HubSpot Marketing Hub,False,False
Q0019,B2B marketing attribution software,perplexity,1,ActiveCampaign,False,False
Q0019,B2B marketing attribution software,perplexity,1,Adobe Marketo Measure,False,False
Q0019,B2B marketing attribution software,perplexity,1,AttributeIQ,False,False
Q0019,B2B marketing attribution software,perplexity,1,Dreamdata,True,False
Q0019,B2B marketing attribution software,perplexity,1,Factors.ai,True,True
Q0019,B2B marketing attribution software,perplexity,1,Fibbler,False,False
Q0019,B2B marketing attribution software,perplexity,1,GA4,False,False
Q0019,B2B marketing attribution software,perplexity,1,HockeyStack,True,True
Q0019,B2B marketing attribution software,perplexity,1,HubSpot,False,False
Q0019,B2B marketing attribution software,perplexity,1,HubSpot Marketing Hub,False,False
Q0019,B2B marketing attribution software,perplexity,1,LeadsRx,False,False
Q0019,B2B marketing attribution software,perplexity,1,Marketo,False,False
Q0019,B2B marketing attribution software,perplexity,1,Rockerbox,False,False
Q0019,B2B marketing attribution software,perplexity,1,Ruler Analytics,False,False
Q0019,B2B marketing attribution software,perplexity,1,Salesforce,False,False
Q0019,B2B marketing attribution software,perplexity,1,Usermaven,False,False
Q0020,B2B marketing attribution software,chatgpt,1,6sense,True,False
Q0020,B2B marketing attribution software,chatgpt,1,Adobe Marketo,False,False
Q0020,B2B marketing attribution software,chatgpt,1,Adobe Marketo Measure,False,False
Q0020,B2B marketing attribution software,chatgpt,1,Demandbase,True,False
Q0020,B2B marketing attribution software,chatgpt,1,Dreamdata,True,False
Q0020,B2B marketing attribution software,chatgpt,1,HockeyStack,True,True
Q0020,B2B marketing attribution software,claude,1,6sense,True,False
Q0020,B2B marketing attribution software,claude,1,Adobe,True,False
Q0020,B2B marketing attribution software,claude,1,Bizible,True,False
Q0020,B2B marketing attribution software,claude,1,Bombora,True,False
Q0020,B2B marketing attribution software,claude,1,CaliberMind,False,False
Q0020,B2B marketing attribution software,claude,1,Demandbase,True,False
Q0020,B2B marketing attribution software,claude,1,Dreamdata,True,False
Q0020,B2B marketing attribution software,claude,1,HockeyStack,True,True
Q0020,B2B marketing attribution software,claude,1,Marketo Engage Ultimate,False,False
Q0020,B2B marketing attribution software,claude,1,Marketo Measure,False,False
Q0020,B2B marketing attribution software,google_aio,1,6sense,True,False
Q0020,B2B marketing attribution software,google_aio,1,CaliberMind,False,False
Q0020,B2B marketing attribution software,google_aio,1,Demandbase One,False,False
Q0020,B2B marketing attribution software,google_aio,1,Dreamdata,True,False
Q0020,B2B marketing attribution software,google_aio,1,HubSpot,False,False
Q0020,B2B marketing attribution software,google_aio,1,Salesforce,False,False
Q0020,B2B marketing attribution software,google_aio,1,Terminus,True,False
Q0020,B2B marketing attribution software,perplexity,1,6sense,True,False
Q0020,B2B marketing attribution software,perplexity,1,Demandbase,True,False
Q0020,B2B marketing attribution software,perplexity,1,Dreamdata,True,False
Q0020,B2B marketing attribution software,perplexity,1,Influ2,True,True
Q0020,B2B marketing attribution software,perplexity,1,Karrot AI,False,False
Q0020,B2B marketing attribution software,perplexity,1,Terminus,True,False
Q0021,B2B marketing attribution software,chatgpt,1,6sense,True,False
Q0021,B2B marketing attribution software,chatgpt,1,Adobe,True,False
Q0021,B2B marketing attribution software,chatgpt,1,Adobe Marketo Measure,False,False
Q0021,B2B marketing attribution software,chatgpt,1,Attribution App,False,False
Q0021,B2B marketing attribution software,chatgpt,1,Bizible,True,False
Q0021,B2B marketing attribution software,chatgpt,1,CaliberMind,False,False
Q0021,B2B marketing attribution software,chatgpt,1,Demandbase,True,False
Q0021,B2B marketing attribution software,chatgpt,1,Dreamdata,True,False
Q0021,B2B marketing attribution software,chatgpt,1,Factors.ai,True,True
Q0021,B2B marketing attribution software,chatgpt,1,Full Circle Insights,False,False
Q0021,B2B marketing attribution software,chatgpt,1,HockeyStack,True,True
Q0021,B2B marketing attribution software,chatgpt,1,HubSpot,False,False
Q0021,B2B marketing attribution software,chatgpt,1,HubSpot Attribution,False,False
Q0021,B2B marketing attribution software,chatgpt,1,Ruler Analytics,False,False
Q0021,B2B marketing attribution software,claude,1,6sense,True,False
Q0021,B2B marketing attribution software,claude,1,AdRoll,False,False
Q0021,B2B marketing attribution software,claude,1,Bombora,True,False
Q0021,B2B marketing attribution software,claude,1,Demandbase,True,False
Q0021,B2B marketing attribution software,claude,1,Factors.ai,True,True
Q0021,B2B marketing attribution software,claude,1,HockeyStack,True,True
Q0021,B2B marketing attribution software,claude,1,Madison Logic,False,False
Q0021,B2B marketing attribution software,claude,1,RollWorks,True,False
Q0021,B2B marketing attribution software,claude,1,Terminus,True,False
Q0021,B2B marketing attribution software,claude,1,Warmly,True,True
Q0021,B2B marketing attribution software,claude,1,ZoomInfo,True,False
Q0021,B2B marketing attribution software,google_aio,1,6sense,True,False
Q0021,B2B marketing attribution software,google_aio,1,Demandbase,True,False
Q0021,B2B marketing attribution software,google_aio,1,Dreamdata,True,False
Q0021,B2B marketing attribution software,google_aio,1,Factors.ai,True,True
Q0021,B2B marketing attribution software,google_aio,1,HubSpot,False,False
Q0021,B2B marketing attribution software,google_aio,1,Salesforce,False,False
Q0021,B2B marketing attribution software,perplexity,1,6sense,True,False
Q0021,B2B marketing attribution software,perplexity,1,Adobe,True,False
Q0021,B2B marketing attribution software,perplexity,1,AttributionApp,False,False
Q0021,B2B marketing attribution software,perplexity,1,Bizible,True,False
Q0021,B2B marketing attribution software,perplexity,1,Demandbase,True,False
Q0021,B2B marketing attribution software,perplexity,1,Dreamdata,True,False
Q0021,B2B marketing attribution software,perplexity,1,Factors.ai,True,True
Q0021,B2B marketing attribution software,perplexity,1,Heeet,False,False
Q0021,B2B marketing attribution software,perplexity,1,HockeyStack,True,True
Q0021,B2B marketing attribution software,perplexity,1,HubSpot,False,False
Q0021,B2B marketing attribution software,perplexity,1,HubSpot Marketing Enterprise,False,False
Q0021,B2B marketing attribution software,perplexity,1,Marketo,False,False
Q0021,B2B marketing attribution software,perplexity,1,Marketo Measure,False,False
Q0021,B2B marketing attribution software,perplexity,1,Ruler Analytics,False,False
Q0021,B2B marketing attribution software,perplexity,1,Salesforce,False,False
Q0021,B2B marketing attribution software,perplexity,1,Salesforce Einstein Attribution,False,False
Q0021,B2B marketing attribution software,perplexity,1,SegmentStream,False,False
Q0021,B2B marketing attribution software,perplexity,1,Warmly,True,True
Q0021,B2B marketing attribution software,perplexity,1,ZoomInfo,True,False
Q0021,B2B marketing attribution software,perplexity,1,ZoomInfo Marketing,False,False
Q0021,B2B marketing attribution software,perplexity,1,ZoomInfo MarketingOS,False,False
Q0022,CDP / analytics,claude,1,Accor,False,False
Q0022,CDP / analytics,claude,1,Hightouch,False,False
Q0022,CDP / analytics,claude,1,Progress,False,False
Q0022,CDP / analytics,claude,1,Segment,True,False
Q0022,CDP / analytics,claude,1,Sitefinity Insight,False,False
Q0022,CDP / analytics,claude,1,Twilio,False,False
Q0022,CDP / analytics,claude,1,Zeotap,False,False
Q0022,CDP / analytics,google_aio,1,BigQuery,False,False
Q0022,CDP / analytics,google_aio,1,Bloomreach,True,False
Q0022,CDP / analytics,google_aio,1,BlueConic,False,False
Q0022,CDP / analytics,google_aio,1,Databricks,False,False
Q0022,CDP / analytics,google_aio,1,Hightouch,False,False
Q0022,CDP / analytics,google_aio,1,RudderStack,True,True
Q0022,CDP / analytics,google_aio,1,Segment,True,False
Q0022,CDP / analytics,google_aio,1,Snowflake,False,False
Q0022,CDP / analytics,google_aio,1,Tealium,True,False
Q0022,CDP / analytics,google_aio,1,Twilio Segment,False,False
Q0022,CDP / analytics,perplexity,1,ActionIQ,False,False
Q0022,CDP / analytics,perplexity,1,Adobe,True,False
Q0022,CDP / analytics,perplexity,1,Decentriq,False,False
Q0022,CDP / analytics,perplexity,1,Hightouch,False,False
Q0022,CDP / analytics,perplexity,1,Relay42,False,False
Q0022,CDP / analytics,perplexity,1,Tealium,True,False
Q0022,CDP / analytics,perplexity,1,Treasure Data,False,False
Q0022,CDP / analytics,perplexity,1,Zeotap,False,False
Q0022,CDP / analytics,perplexity,1,Zeotap CDP,False,False
Q0023,CDP / analytics,claude,1,Adobe,True,False
Q0023,CDP / analytics,claude,1,Adobe Analytics,False,False
Q0023,CDP / analytics,claude,1,Adobe Target,False,False
Q0023,CDP / analytics,claude,1,Amplitude,False,False
Q0023,CDP / analytics,claude,1,Contentsquare,False,False
Q0023,CDP / analytics,claude,1,FullStory,True,False
Q0023,CDP / analytics,claude,1,Google Analytics,True,False
Q0023,CDP / analytics,claude,1,Google Analytics 360,False,False
Q0023,CDP / analytics,claude,1,Heap,False,False
Q0023,CDP / analytics,claude,1,Mixpanel,False,False
Q0023,CDP / analytics,claude,1,Statsig,False,False
Q0023,CDP / analytics,claude,2,Adobe,True,False
Q0023,CDP / analytics,claude,2,Adobe Analytics,False,False
Q0023,CDP / analytics,claude,2,Amplitude,False,False
Q0023,CDP / analytics,claude,2,FullStory,True,False
Q0023,CDP / analytics,claude,2,GA 360,False,False
Q0023,CDP / analytics,claude,2,Google Analytics,True,False
Q0023,CDP / analytics,claude,2,Google Analytics 360,False,False
Q0023,CDP / analytics,claude,2,Heap,False,False
Q0023,CDP / analytics,claude,2,Matomo,True,False
Q0023,CDP / analytics,claude,2,Mixpanel,False,False
Q0023,CDP / analytics,claude,2,Piwik PRO,True,True
Q0023,CDP / analytics,claude,2,Quantum Metric,False,False
Q0023,CDP / analytics,claude,3,Adobe,True,False
Q0023,CDP / analytics,claude,3,Adobe Analytics,False,False
Q0023,CDP / analytics,claude,3,Amplitude,False,False
Q0023,CDP / analytics,claude,3,FullStory,True,False
Q0023,CDP / analytics,claude,3,GA 360,False,False
Q0023,CDP / analytics,claude,3,GA4,False,False
Q0023,CDP / analytics,claude,3,Google Analytics,True,False
Q0023,CDP / analytics,claude,3,Google Analytics 360,False,False
Q0023,CDP / analytics,claude,3,Google Analytics 4,False,False
Q0023,CDP / analytics,claude,3,Heap by Contentsquare,False,False
Q0023,CDP / analytics,claude,3,Matomo,True,False
Q0023,CDP / analytics,claude,3,Mixpanel,False,False
Q0023,CDP / analytics,claude,3,Piwik PRO,True,True
Q0023,CDP / analytics,claude,3,Quantum Metric,False,False
Q0023,CDP / analytics,claude,3,Salesforce Marketing Cloud Intelligence,False,False
Q0023,CDP / analytics,claude,3,SegmentStream,False,False
Q0023,CDP / analytics,claude,3,Statsig,False,False
Q0023,CDP / analytics,google_aio,1,Adobe,True,False
Q0023,CDP / analytics,google_aio,1,Adobe Analytics,False,False
Q0023,CDP / analytics,google_aio,1,Amplitude,False,False
Q0023,CDP / analytics,google_aio,1,Heap,False,False
Q0023,CDP / analytics,google_aio,1,Mixpanel,False,False
Q0023,CDP / analytics,google_aio,2,Amplitude,False,False
Q0023,CDP / analytics,google_aio,2,Contentsquare,False,False
Q0023,CDP / analytics,google_aio,2,Heap by Contentsquare,False,False
Q0023,CDP / analytics,google_aio,2,Mixpanel,False,False
Q0023,CDP / analytics,perplexity,1,Adobe,True,False
Q0023,CDP / analytics,perplexity,1,Amplitude,False,False
Q0023,CDP / analytics,perplexity,1,Contentsquare,False,False
Q0023,CDP / analytics,perplexity,1,FullStory,True,False
Q0023,CDP / analytics,perplexity,1,GA4,False,False
Q0023,CDP / analytics,perplexity,1,Google Analytics,True,False
Q0023,CDP / analytics,perplexity,1,Google Analytics 360,False,False
Q0023,CDP / analytics,perplexity,1,Heap,False,False
Q0023,CDP / analytics,perplexity,1,Matomo,True,False
Q0023,CDP / analytics,perplexity,1,Mixpanel,False,False
Q0023,CDP / analytics,perplexity,1,Piwik PRO,True,True
Q0023,CDP / analytics,perplexity,1,Quantum Metric,False,False
Q0023,CDP / analytics,perplexity,1,SegmentStream,False,False
Q0023,CDP / analytics,perplexity,1,Statsig,False,False
Q0024,CDP / analytics,claude,1,Airbyte,True,False
Q0024,CDP / analytics,claude,1,Airbyte Cloud,False,False
Q0024,CDP / analytics,claude,1,Google Analytics,True,False
Q0024,CDP / analytics,claude,1,Google Cloud,False,False
Q0024,CDP / analytics,claude,1,Microsoft Azure,False,False
Q0024,CDP / analytics,claude,1,RudderStack,True,True
Q0024,CDP / analytics,claude,1,RudderStack Cloud,False,False
Q0024,CDP / analytics,perplexity,1,Freshpaint,False,False
Q0024,CDP / analytics,perplexity,1,RudderStack,True,True
Q0024,CDP / analytics,perplexity,1,Segment,True,False
Q0025,CDP / analytics,claude,1,Amplitude,False,False
Q0025,CDP / analytics,claude,1,Census,False,False
Q0025,CDP / analytics,claude,1,Google Analytics,True,False
Q0025,CDP / analytics,claude,1,Hightouch,False,False
Q0025,CDP / analytics,claude,1,HubSpot,False,False
Q0025,CDP / analytics,claude,1,Mixpanel,False,False
Q0025,CDP / analytics,claude,1,PostHog,False,False
Q0025,CDP / analytics,claude,1,Salesforce,False,False
Q0025,CDP / analytics,perplexity,1,Amplitude,False,False
Q0025,CDP / analytics,perplexity,1,Attio,False,False
Q0025,CDP / analytics,perplexity,1,Chargebee,True,False
Q0025,CDP / analytics,perplexity,1,Customer.io,False,False
Q0025,CDP / analytics,perplexity,1,Google Ads,False,False
Q0025,CDP / analytics,perplexity,1,Google Analytics,True,False
Q0025,CDP / analytics,perplexity,1,HubSpot,False,False
Q0025,CDP / analytics,perplexity,1,HubSpot CRM,False,False
Q0025,CDP / analytics,perplexity,1,Intercom,True,False
Q0025,CDP / analytics,perplexity,1,June,False,False
Q0025,CDP / analytics,perplexity,1,LinkedIn,False,False
Q0025,CDP / analytics,perplexity,1,Marketo,False,False
Q0025,CDP / analytics,perplexity,1,Meta,False,False
Q0025,CDP / analytics,perplexity,1,Mixpanel,False,False
Q0025,CDP / analytics,perplexity,1,Salesforce,False,False
Q0025,CDP / analytics,perplexity,1,Segment,True,False
Q0025,CDP / analytics,perplexity,1,Stripe,False,False
Q0025,CDP / analytics,perplexity,1,Zendesk,True,False
Q0025,CDP / analytics,perplexity,1,Zuora,False,False
Q0026,CDP / analytics,claude,1,Adobe,True,False
Q0026,CDP / analytics,claude,1,Salesforce CDP,False,False
Q0026,CDP / analytics,claude,1,Segment,True,False
Q0026,CDP / analytics,claude,1,Treasure Data,False,False
Q0026,CDP / analytics,claude,1,mParticle,True,False
Q0026,CDP / analytics,perplexity,1,Adobe,True,False
Q0026,CDP / analytics,perplexity,1,Base,True,False
Q0026,CDP / analytics,perplexity,1,Microsoft Dynamics 365 Customer Insights,False,False
Q0026,CDP / analytics,perplexity,1,SAP Customer Data Platform,False,False
Q0026,CDP / analytics,perplexity,1,Segment,True,False
Q0027,CDP / analytics,claude,1,Hightouch,False,False
Q0027,CDP / analytics,claude,1,LEO CDP,False,False
Q0027,CDP / analytics,claude,1,Matomo,True,False
Q0027,CDP / analytics,claude,1,OpenPanel,False,False
Q0027,CDP / analytics,claude,1,Piwik PRO,True,True
Q0027,CDP / analytics,claude,1,Plausible,False,False
Q0027,CDP / analytics,claude,1,PostHog,False,False
Q0027,CDP / analytics,claude,1,RudderStack,True,True
Q0027,CDP / analytics,claude,1,Swetrix,False,False
Q0027,CDP / analytics,claude,1,Zeotap,False,False
Q0027,CDP / analytics,google_aio,1,Apache Unomi,False,False
Q0027,CDP / analytics,google_aio,1,Google Analytics,True,False
Q0027,CDP / analytics,google_aio,1,Matomo,True,False
Q0027,CDP / analytics,google_aio,1,OneTrust,False,False
Q0027,CDP / analytics,google_aio,1,Osano,False,False
Q0027,CDP / analytics,google_aio,1,PostHog,False,False
Q0027,CDP / analytics,google_aio,1,RudderStack,True,True
Q0027,CDP / analytics,google_aio,1,Snowplow,False,False
Q0027,CDP / analytics,perplexity,1,Google Analytics,True,False
Q0027,CDP / analytics,perplexity,1,Piwik PRO,True,True
Q0027,CDP / analytics,perplexity,1,PostHog OSS,False,False
Q0027,CDP / analytics,perplexity,1,RudderStack,True,True
Q0027,CDP / analytics,perplexity,1,Segment,True,False
Q0027,CDP / analytics,perplexity,1,Tealium,True,False
Q0027,CDP / analytics,perplexity,1,Zeotap,False,False
Q0027,CDP / analytics,perplexity,1,mParticle,True,False
Q0028,CDP / analytics,claude,1,ActionIQ,False,False
Q0028,CDP / analytics,claude,1,Meiro,False,False
Q0028,CDP / analytics,claude,1,RudderStack,True,True
Q0028,CDP / analytics,claude,1,Segment,True,False
Q0028,CDP / analytics,claude,1,Snowplow,False,False
Q0028,CDP / analytics,claude,1,Snowplow BDP,False,False
Q0028,CDP / analytics,claude,1,Snowplow Community Edition,False,False
Q0028,CDP / analytics,claude,1,Tealium,True,False
Q0028,CDP / analytics,google_aio,1,Jitsu,False,False
Q0028,CDP / analytics,google_aio,1,Snowplow,False,False
Q0028,CDP / analytics,perplexity,1,ActionIQ,False,False
Q0028,CDP / analytics,perplexity,1,Amperity,False,False
Q0028,CDP / analytics,perplexity,1,BlueConic,False,False
Q0028,CDP / analytics,perplexity,1,Braze,False,False
Q0028,CDP / analytics,perplexity,1,CustomerLabs,False,False
Q0028,CDP / analytics,perplexity,1,Jitsu,False,False
Q0028,CDP / analytics,perplexity,1,MetaRouter,False,False
Q0028,CDP / analytics,perplexity,1,NVECTA,False,False
Q0028,CDP / analytics,perplexity,1,PostHog,False,False
Q0028,CDP / analytics,perplexity,1,RudderStack,True,True
Q0028,CDP / analytics,perplexity,1,Segment,True,False
Q0028,CDP / analytics,perplexity,1,Snowplow,False,False
Q0028,CDP / analytics,perplexity,1,Tealium,True,False
Q0029,DME billing software,claude,1,Bonafide,True,False
Q0029,DME billing software,claude,1,Brightree,True,False
Q0029,DME billing software,claude,1,Computers Unlimited,False,False
Q0029,DME billing software,claude,1,Curasev,False,False
Q0029,DME billing software,claude,1,NikoHealth,True,True
Q0029,DME billing software,claude,1,S3 Resupply,False,False
Q0029,DME billing software,claude,1,SNAP,False,False
Q0029,DME billing software,claude,1,TIMS Software,False,False
Q0029,DME billing software,claude,1,WellSky,False,False
Q0029,DME billing software,google_aio,1,Brightree,True,False
Q0029,DME billing software,google_aio,1,Brightree Resupply,False,False
Q0029,DME billing software,google_aio,1,NikoHealth,True,True
Q0029,DME billing software,google_aio,1,S3 Resupply,False,False
Q0029,DME billing software,google_aio,1,WellSky CareTend,False,False
Q0029,DME billing software,perplexity,1,Brightree,True,False
Q0029,DME billing software,perplexity,1,NikoHealth,True,True
Q0029,DME billing software,perplexity,1,TIMS Software,False,False
Q0029,DME billing software,perplexity,1,TeamDME!,False,False
Q0029,DME billing software,perplexity,1,TrueSight,False,False
Q0029,DME billing software,perplexity,1,WellSky CareTend,False,False
Q0030,DME billing software,claude,1,Bonafide,True,False
Q0030,DME billing software,claude,1,Brightree,True,False
Q0030,DME billing software,claude,1,Computers Unlimited,False,False
Q0030,DME billing software,claude,1,HDMS,False,False
Q0030,DME billing software,claude,1,Medforce Technologies,False,False
Q0030,DME billing software,claude,1,Microsoft SQL,False,False
Q0030,DME billing software,claude,1,NikoHealth,True,True
Q0030,DME billing software,claude,1,Noble Direct,False,False
Q0030,DME billing software,claude,1,Noble House,False,False
Q0030,DME billing software,claude,1,Nymbl Systems,False,False
Q0030,DME billing software,claude,1,ScriptRelay,False,False
Q0030,DME billing software,claude,1,TIMS Software,False,False
Q0030,DME billing software,claude,1,TeamDME!,False,False
Q0030,DME billing software,claude,1,Tennr,False,False
Q0030,DME billing software,claude,1,Universal Software Solutions,False,False
Q0030,DME billing software,claude,1,WellSky,False,False
Q0030,DME billing software,google_aio,1,Bonafide,True,False
Q0030,DME billing software,google_aio,1,Computers Unlimited,False,False
Q0030,DME billing software,google_aio,1,HDMS,False,False
Q0030,DME billing software,google_aio,1,NikoHealth,True,True
Q0030,DME billing software,google_aio,1,TIMS Software,False,False
Q0030,DME billing software,google_aio,1,Universal Software Solutions,False,False
Q0030,DME billing software,google_aio,1,WellSky,False,False
Q0030,DME billing software,perplexity,1,Bonafide,True,False
Q0030,DME billing software,perplexity,1,Brightree,True,False
Q0030,DME billing software,perplexity,1,CPR+,False,False
Q0030,DME billing software,perplexity,1,Computers Unlimited,False,False
Q0030,DME billing software,perplexity,1,Curasev,False,False
Q0030,DME billing software,perplexity,1,Fastrack Healthcare Systems,False,False
Q0030,DME billing software,perplexity,1,HDMS,False,False
Q0030,DME billing software,perplexity,1,NikoHealth,True,True
Q0030,DME billing software,perplexity,1,Noble Direct,False,False
Q0030,DME billing software,perplexity,1,Nymbl Systems,False,False
Q0030,DME billing software,perplexity,1,Parachute Health,False,False
Q0030,DME billing software,perplexity,1,Quadax,False,False
Q0030,DME billing software,perplexity,1,TIMS Medical,False,False
Q0030,DME billing software,perplexity,1,TIMS Software,False,False
Q0030,DME billing software,perplexity,1,TeamDME!,False,False
Q0030,DME billing software,perplexity,1,Universal Software Solutions,False,False
Q0030,DME billing software,perplexity,1,WellSky,False,False
Q0030,DME billing software,perplexity,1,bflow Solutions,False,False
Q0031,DME billing software,claude,1,Bonafide,True,False
Q0031,DME billing software,claude,1,Brightree,True,False
Q0031,DME billing software,claude,1,WellSky,False,False
Q0031,DME billing software,google_aio,1,Bonafide,True,False
Q0031,DME billing software,google_aio,1,Brightree,True,False
Q0031,DME billing software,google_aio,1,WellSky,False,False
Q0031,DME billing software,perplexity,1,Bonafide,True,False
Q0031,DME billing software,perplexity,1,Brightree,True,False
Q0031,DME billing software,perplexity,1,NikoHealth,True,True
Q0031,DME billing software,perplexity,1,ResMed,False,False
Q0031,DME billing software,perplexity,1,WellSky,False,False
Q0033,DME billing software,claude,1,Base,True,False
Q0033,DME billing software,perplexity,1,BFLOW,False,False
Q0033,DME billing software,perplexity,1,NikoHealth,True,True
Q0033,DME billing software,perplexity,1,TIMS Medical,False,False
Q0034,DME billing software,claude,1,Availity,True,False
Q0034,DME billing software,claude,1,Brightree,True,False
Q0034,DME billing software,claude,1,Change Healthcare,False,False
Q0034,DME billing software,claude,1,ModMed,False,False
Q0034,DME billing software,claude,1,NikoHealth,True,True
Q0034,DME billing software,claude,1,Pulsant Healthcare RCM,False,False
Q0034,DME billing software,claude,1,eClinicalWorks Revenue Cycle Management,False,False
Q0034,DME billing software,google_aio,1,Bonafide,True,False
Q0034,DME billing software,google_aio,1,Brightree,True,False
Q0034,DME billing software,google_aio,1,Curasev,False,False
Q0034,DME billing software,google_aio,1,WellSky,False,False
Q0034,DME billing software,perplexity,1,Bonafide,True,False
Q0034,DME billing software,perplexity,1,Bonafide Health,False,False
Q0034,DME billing software,perplexity,1,CompuMed DME Billing,False,False
Q0034,DME billing software,perplexity,1,Curasev,False,False
Q0034,DME billing software,perplexity,1,Infinx,False,False
Q0034,DME billing software,perplexity,1,NikoHealth,True,True
Q0035,DME billing software,claude,1,A4 Health Systems,False,False
Q0035,DME billing software,claude,1,Alora Health,False,False
Q0035,DME billing software,claude,1,Bonafide,True,False
Q0035,DME billing software,claude,1,Brightree,True,False
Q0035,DME billing software,claude,1,Computers Unlimited,False,False
Q0035,DME billing software,claude,1,Curasev,False,False
Q0035,DME billing software,claude,1,DMEworks,True,False
Q0035,DME billing software,claude,1,Fastrack Healthcare Systems,False,False
Q0035,DME billing software,claude,1,Homecare Homebase,False,False
Q0035,DME billing software,claude,1,KanTime,False,False
Q0035,DME billing software,claude,1,NikoHealth,True,True
Q0035,DME billing software,claude,1,TIMS Software,False,False
Q0035,DME billing software,claude,1,WellSky,False,False
Q0035,DME billing software,claude,2,Bonafide,True,False
Q0035,DME billing software,claude,2,Brightree,True,False
Q0035,DME billing software,claude,2,Computers Unlimited,False,False
Q0035,DME billing software,claude,2,Corsica,False,False
Q0035,DME billing software,claude,2,Curasev,False,False
Q0035,DME billing software,claude,2,DMEworks,True,False
Q0035,DME billing software,claude,2,FrameworkHME,False,False
Q0035,DME billing software,claude,2,NikoHealth,True,True
Q0035,DME billing software,claude,2,Noble House,False,False
Q0035,DME billing software,claude,2,Noble*Direct,False,False
Q0035,DME billing software,claude,2,TIMS Software,False,False
Q0035,DME billing software,claude,2,TeamDME!,False,False
Q0035,DME billing software,claude,2,WellSky,False,False
Q0035,DME billing software,claude,2,bflow Solutions,False,False
Q0035,DME billing software,claude,3,A4 Health Systems,False,False
Q0035,DME billing software,claude,3,Bonafide,True,False
Q0035,DME billing software,claude,3,Brightree,True,False
Q0035,DME billing software,claude,3,Computers Unlimited,False,False
Q0035,DME billing software,claude,3,Curasev,False,False
Q0035,DME billing software,claude,3,DMEworks,True,False
Q0035,DME billing software,claude,3,NikoHealth,True,True
Q0035,DME billing software,claude,3,Noble*Direct,False,False
Q0035,DME billing software,claude,3,TIMS Software,False,False
Q0035,DME billing software,claude,3,TeamDME!,False,False
Q0035,DME billing software,claude,3,WellSky Bonafide,False,False
Q0035,DME billing software,claude,3,bflow Solutions,False,False
Q0035,DME billing software,google_aio,3,Curasev,False,False
Q0035,DME billing software,google_aio,3,DMEworks,True,False
Q0035,DME billing software,google_aio,3,NikoHealth,True,True
Q0035,DME billing software,google_aio,3,Nymbl Systems,False,False
Q0035,DME billing software,google_aio,3,bflow Solutions,False,False
Q0035,DME billing software,perplexity,1,AdvancedMD,False,False
Q0035,DME billing software,perplexity,1,Bonafide,True,False
Q0035,DME billing software,perplexity,1,Brightree,True,False
Q0035,DME billing software,perplexity,1,CareCloud,False,False
Q0035,DME billing software,perplexity,1,Curasev,False,False
Q0035,DME billing software,perplexity,1,DMEworks,True,False
Q0035,DME billing software,perplexity,1,HDMS,False,False
Q0035,DME billing software,perplexity,1,NikoHealth,True,True
Q0035,DME billing software,perplexity,1,Noble*Direct,False,False
Q0035,DME billing software,perplexity,1,Nymbl Systems,False,False
Q0035,DME billing software,perplexity,1,PracticeSuite,False,False
Q0035,DME billing software,perplexity,1,WellSky,False,False
Q0035,DME billing software,perplexity,1,athenaCollector,False,False
Q0035,DME billing software,perplexity,1,athenahealth,False,False
Q0035,DME billing software,perplexity,1,bflow Solutions,False,False
Q0036,ELT data pipeline software,claude,1,Airbyte,True,False
Q0036,ELT data pipeline software,claude,1,Airbyte Cloud,False,False
Q0036,ELT data pipeline software,claude,1,Estuary,False,False
Q0036,ELT data pipeline software,claude,1,Fivetran,True,False
Q0036,ELT data pipeline software,claude,1,Hevo,True,False
Q0036,ELT data pipeline software,claude,1,Hevo Data,False,False
Q0036,ELT data pipeline software,claude,1,Matillion,False,False
Q0036,ELT data pipeline software,claude,1,Stitch,True,False
Q0036,ELT data pipeline software,claude,1,Talend,False,False
Q0036,ELT data pipeline software,claude,1,dbt Labs,False,False
Q0036,ELT data pipeline software,google_aio,1,Airbyte,True,False
Q0036,ELT data pipeline software,google_aio,1,Fivetran,True,False
Q0036,ELT data pipeline software,google_aio,1,Matillion,False,False
Q0036,ELT data pipeline software,google_aio,1,Weld,True,True
Q0036,ELT data pipeline software,google_aio,1,dbt,False,False
Q0036,ELT data pipeline software,perplexity,1,Airbyte,True,False
Q0036,ELT data pipeline software,perplexity,1,Airbyte Cloud,False,False
Q0036,ELT data pipeline software,perplexity,1,Estuary,False,False
Q0036,ELT data pipeline software,perplexity,1,Estuary Flow,False,False
Q0036,ELT data pipeline software,perplexity,1,Fivetran,True,False
Q0036,ELT data pipeline software,perplexity,1,Hevo,True,False
Q0036,ELT data pipeline software,perplexity,1,Hevo Data,False,False
Q0036,ELT data pipeline software,perplexity,1,Integrate.io,False,False
Q0036,ELT data pipeline software,perplexity,1,Matillion,False,False
Q0036,ELT data pipeline software,perplexity,1,Meltano,False,False
Q0036,ELT data pipeline software,perplexity,1,Skyvia,False,False
Q0036,ELT data pipeline software,perplexity,1,Weld,True,True
Q0036,ELT data pipeline software,perplexity,1,Windsor.ai,False,False
